Language	Question	SPARQL
es	¿Quiénes son los elementos centrales de If You Could Be AnyWhere?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT ?characters
WHERE { 
?story golem:title ""If You Could Be Anywhere"" .
?story golem:characters ?characters .
}"
es	¿Qué personajes aparecen en A Glimpse of Paradise?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT ?characters
WHERE { 
?story golem:title ""A Glimpse of Paradise"" .
?story golem:characters ?characters .
}"
es	¿Qué personajes se encuentran en A Glimpse of Paradise?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT ?characters
WHERE { 
?story golem:title ""A Glimpse of Paradise"" .
?story golem:characters ?characters .
}"
es	¿Cuáles son los personajes que aparecen en A Glimpse of Paradise?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT ?characters
WHERE { 
?story golem:title ""A Glimpse of Paradise"" .
?story golem:characters ?characters .
}"
es	¿Qué役ones se muestran en A Glimpse of Paradise?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT ?characters
WHERE { 
?story golem:title ""A Glimpse of Paradise"" .
?story golem:characters ?characters .
}"
es	¿Cuáles役ones aparecen en el libro A Glimpse of Paradise?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT ?characters
WHERE { 
?story golem:title ""A Glimpse of Paradise"" .
?story golem:characters ?characters .
}"
es	¿Qué役ones se presentan en A Glimpse of Paradise?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT ?characters
WHERE { 
?story golem:title ""A Glimpse of Paradise"" .
?story golem:characters ?characters .
}"
es	¿Qué personajes aparecen en Puffskein Hunt?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT ?characters
WHERE { 
?story golem:title ""Puffskein Hunt"" .
?story golem:characters ?characters .
}"
es	¿Qué personajes aparecen en Naruto of The Wizarding World?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT ?characters
WHERE { 
?story golem:title ""Naruto of The Wizarding World"" .
?story golem:characters ?characters .
}"
es	¿Cuáles son los personajes que aparecen en Naruto de la Mundos de Enemigro?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT ?characters
WHERE { 
?story golem:title ""Naruto of The Wizarding World"" .
?story golem:characters ?characters .
}"
es	¿Qué characteres se encuentran en Naruto del Mundo Wizarding?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT ?characters
WHERE { 
?story golem:title ""Naruto of The Wizarding World"" .
?story golem:characters ?characters .
}"
es	¿Qué personajes aparecen en Naruto del Mundo Wizarding?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT ?characters
WHERE { 
?story golem:title ""Naruto of The Wizarding World"" .
?story golem:characters ?characters .
}"
es	¿Cuáles personajes se relacionan con Naruto del Mundo Wizarding?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT ?characters
WHERE { 
?story golem:title ""Naruto of The Wizarding World"" .
?story golem:characters ?characters .
}"
es	¿A qué serie pertenece Save the last dance for me?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""Save the last dance for me"" .
?story golem:series ?series .
}"
es	¿A qué serie pertenece Puzzle Pieces?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""Puzzle Pieces"" .
?story golem:series ?series .
}"
es	¿Cuál es la serie que incluye Puzzle Pieces?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""Puzzle Pieces"" .
?story golem:series ?series .
}"
es	¿En qué serie se encuentra Puzzle Pieces?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""Puzzle Pieces"" .
?story golem:series ?series .
}"
es	¿Cuál es la serie de Puzzle Pieces?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""Puzzle Pieces"" .
?story golem:series ?series .
}"
es	¿Qué TV show pertenece Puzzle Pieces?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""Puzzle Pieces"" .
?story golem:series ?series .
}"
es	¿A qué serie pertenece World Gone Mad?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""World Gone Mad"" .
?story golem:series ?series .
}"
es	¿De qué serie es World Gone Mad?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""World Gone Mad"" .
?story golem:series ?series .
}"
es	¿Qué serie incluye World Gone Mad?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""World Gone Mad"" .
?story golem:series ?series .
}"
es	¿World Gone Mad pertenece a cuál serie?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""World Gone Mad"" .
?story golem:series ?series .
}"
es	¿Cuál es la serie de World Gone Mad?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""World Gone Mad"" .
?story golem:series ?series .
}"
es	¿A qué categorizedo pertenece World Gone Mad?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""World Gone Mad"" .
?story golem:series ?series .
}"
es	¿A qué serie pertenece Lucid Dreaming?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""Lucid Dreaming"" .
?story golem:series ?series .
}"
es	¿A qué serie pertenece Werewolves of the World, Unite!?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""Werewolves of the World, Unite!"" .
?story golem:series ?series .
}"
es	¿A qué serie pertenece Werewolves of the World, Unite!?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""Werewolves of the World, Unite!"" .
?story golem:series ?series .
}"
es	¿Qué serie es Werewolves of the World, Unite! perteneciente a?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""Werewolves of the World, Unite!"" .
?story golem:series ?series .
}"
es	¿A qué serie pertenece Strumpet?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""Strumpet"" .
?story golem:series ?series .
}"
es	¿Cuál serie es Strumpet?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""Strumpet"" .
?story golem:series ?series .
}"
es	En qué serie se encuentra Strumpet?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""Strumpet"" .
?story golem:series ?series .
}"
es	¿Qué serie pertenece a Strumpet?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""Strumpet"" .
?story golem:series ?series .
}"
es	¿En qué grupo cae Strumpet?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""Strumpet"" .
?story golem:series ?series .
}"
es	¿A qué serie pertenece Life As We Know It?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""Life As We Know It"" .
?story golem:series ?series .
}"
es	¿A qué serie pertenece Moonrise?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""Moonrise"" .
?story golem:series ?series .
}"
es	"¿Culouspertenece a qué serie la canción ""Moonrise""?"	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""Moonrise"" .
?story golem:series ?series .
}"
es	¿Cuál es la serie de Moonrise?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""Moonrise"" .
?story golem:series ?series .
}"
es	¿Dónde se publica Moonrise?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""Moonrise"" .
?story golem:series ?series .
}"
es	¿Qué serie incluye a Moonrise?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""Moonrise"" .
?story golem:series ?series .
}"
es	¿A qué colección pertenece Moonrise?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""Moonrise"" .
?story golem:series ?series .
}"
es	¿A qué serie pertenece Slytherins Don't Do Valentine's Day?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?series
WHERE { 
?story golem:title ""Slytherins Don't Do Valentine's Day"" .
?story golem:series ?series .
}"
es	Muéstrame todas las historias con más de un capítulo	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:title ?title .
?story golem:numberOfChapters ?chapters .
FILTER(?chapters > 1)
}"
es	¿Te gustaría que me muestren todas las historias que tienen más de un capítulo?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:title ?title .
?story golem:numberOfChapters ?chapters .
FILTER(?chapters > 1)
}"
es	¿Podrías mostrarme todas las narrativas con más de un capítulo?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:title ?title .
?story golem:numberOfChapters ?chapters .
FILTER(?chapters > 1)
}"
es	¿Te interesa ver todas las cuentas que tienen más de un capítulo?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:title ?title .
?story golem:numberOfChapters ?chapters .
FILTER(?chapters > 1)
}"
es	¿Eres capaz de mostrarme todas las narraciones con más de un capítulo?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:title ?title .
?story golem:numberOfChapters ?chapters .
FILTER(?chapters > 1)
}"
es	¿Quieres saber todas las historias que se comparten en más de un capítulo?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:title ?title .
?story golem:numberOfChapters ?chapters .
FILTER(?chapters > 1)
}"
es	¿Cuántos Kudos recibió The prey of the golden eyed Hawk?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""The prey of the golden eyed Hawk"" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Cuántos Kudos recibió How Harry Became Reborn?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""How Harry Became Reborn"" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Cuántos Kudos recibió My Sweet Vampire?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""My Sweet Vampire"" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Cuántos kudos recibió My Sweet Vampire?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""My Sweet Vampire"" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Qué cantidad de kudos tuvo My Sweet Vampire?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""My Sweet Vampire"" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Cómo many kudosMy Sweet Vampire recibió?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""My Sweet Vampire"" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Cuántas devoluciones got.My Sweet Vampire?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""My Sweet Vampire"" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Cuántos Kudos recibió A Cauldron Full of Hot, Strong Love?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""A Cauldron Full of Hot, Strong Love"" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Cuántos Kudos recibió I Hate You And I Hope You Know That.?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""I Hate You And I Hope You Know That."" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Cuántos Kudos recibió I Hate You And I Hope You Know That?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""I Hate You And I Hope You Know That."" .
?story golem:numberOfKudos ?kudos .
}"
es	"¿Cuántos upvotes tuvieron la publicación ""I Hate You And I Hope You Know That""?  "	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""I Hate You And I Hope You Know That."" .
?story golem:numberOfKudos ?kudos .
}"
es	"¿Cuántos Kudos hubo en ""I Hate You And I Hope You Know That""?  "	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""I Hate You And I Hope You Know That."" .
?story golem:numberOfKudos ?kudos .
}"
es	"¿Cuántas vueltas obtuvo ""I Hate You And I Hope You Know That""?  "	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""I Hate You And I Hope You Know That."" .
?story golem:numberOfKudos ?kudos .
}"
es	"¿Cuántos Kudos tuvieron las fotos de ""I Hate You And I Hope You Know That""?"	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""I Hate You And I Hope You Know That."" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Cuántos Kudos recibió Of spring and treacle tarts?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""Of spring and treacle tarts"" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Cuál es el número de kudos que recibió Of spring and treacle tarts?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""Of spring and treacle tarts"" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Cómo se denomina la cantidad de kudos otorgados a las Of spring and treacle?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""Of spring and treacle tarts"" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Qué kudos se hicieron con las Of spring and treacle?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""Of spring and treacle tarts"" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Cuál es la cantidad de kudos que dieron las Of spring and treacle?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""Of spring and treacle tarts"" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Cómo many kudos se dieron a las Of spring and treacle tarts?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""Of spring and treacle tarts"" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Cuántos Kudos recibió If only, if only?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""If only, if only"" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Cuántos kudos recibió?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""If only, if only"" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Cómo many kudos se le otorgan a If only?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""If only, if only"" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Cuántos Kudos recibió Coffee Shop?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""Coffee Shop"" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Cuantas PUNTOS recibió Coffee Shop?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""Coffee Shop"" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Cuantos KUDOS hubo en Coffee Shop?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""Coffee Shop"" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Cuántos RECOMENDACIONES got Coffee Shop?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""Coffee Shop"" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Cuantos PUNTOS ones Coffee Shop?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""Coffee Shop"" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Cuentas KUDOS Coffee Shop obtuvo?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""Coffee Shop"" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Cuántos Kudos recibió Relationship Manifesto?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""Relationship Manifesto"" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Cuántos Kudos recibió I'll be your chaperone?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?kudos
WHERE { 
?story golem:title ""I'll be your chaperone"" .
?story golem:numberOfKudos ?kudos .
}"
es	¿Dónde está publicada nights we belong to?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?publisher
WHERE { 
?story golem:title ""nights we belong to"" .
?story golem:publisher ?publisher .
}"
es	¿Cómo se publicaron Nights we belong to?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?publisher
WHERE { 
?story golem:title ""nights we belong to"" .
?story golem:publisher ?publisher .
}"
es	¿En qué publicación se registró Nights we belong to?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?publisher
WHERE { 
?story golem:title ""nights we belong to"" .
?story golem:publisher ?publisher .
}"
es	¿Qué means us para publicar en Nights?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?publisher
WHERE { 
?story golem:title ""nights we belong to"" .
?story golem:publisher ?publisher .
}"
es	¿Dónde apareció Nights we belong to?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?publisher
WHERE { 
?story golem:title ""nights we belong to"" .
?story golem:publisher ?publisher .
}"
es	¿Dónde está publicada Vertigo?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?publisher
WHERE { 
?story golem:title ""Vertigo"" .
?story golem:publisher ?publisher .
}"
es	¿Dónde está publicada Getting To Know You?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?publisher
WHERE { 
?story golem:title ""Getting To Know You"" .
?story golem:publisher ?publisher .
}"
es	¿Cómo está distribuido Getting To Know You?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?publisher
WHERE { 
?story golem:title ""Getting To Know You"" .
?story golem:publisher ?publisher .
}"
es	¿Dónde está publicada Content to Stay Forever Locked in His Embrace?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?publisher
WHERE { 
?story golem:title ""Content to Stay Forever Locked in His Embrace"" .
?story golem:publisher ?publisher .
}"
es	¿Dónde está publicada In The Dark?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?publisher
WHERE { 
?story golem:title ""In The Dark"" .
?story golem:publisher ?publisher .
}"
