Language	Question	SPARQL
es	¿Está completada la historia The Four Times Remus Lupin Didn't Have a Crush On A Black And The One Time He Did?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?status WHERE {  ?story golem:title ""The Four Times Remus Lupin Didn't Have a Crush On A Black And The One Time He Did"" . ?story golem:publicationStatus ?status . }"
es	¿Cuándo se publicó Non-Existent Meetings?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?date WHERE {  ?story golem:title ""Non-Existent Meetings"" . ?story golem:datePublished ?date . }"
es	¿Cuándo se publicó Still Don't Fit?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?date WHERE {  ?story golem:title ""Still Don't Fit"" . ?story golem:datePublished ?date . }"
es	¿Cuándo se publicó Sugar and Smoke Rings?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?date WHERE {  ?story golem:title ""Sugar and Smoke Rings"" . ?story golem:datePublished ?date . }"
es	¿Cuándo se publicó The Camp Counselor AU No One Asked For?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?date WHERE {  ?story golem:title ""The Camp Counselor AU No One Asked For"" . ?story golem:datePublished ?date . }"
es	¿Cuándo se publicó Under Water?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?date WHERE {  ?story golem:title ""Under Water"" . ?story golem:datePublished ?date . }"
es	¿Cuándo se publicó Hold Me One More Time?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?date WHERE {  ?story golem:title ""Hold Me One More Time"" . ?story golem:datePublished ?date . }"
es	¿Cuándo se publicó Tucked Into the Night Sky?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?date WHERE {  ?story golem:title ""Tucked Into the Night Sky"" . ?story golem:datePublished ?date . }"
es	¿Cuándo se publicó the silhouettes of our memories?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?date WHERE {  ?story golem:title ""the silhouettes of our memories"" . ?story golem:datePublished ?date . }"
es	¿Cuándo se publicó The Things We Do?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?date WHERE {  ?story golem:title ""The Things We Do"" . ?story golem:datePublished ?date . }"
es	¿Cuándo se publicó [Art] A Stroll Through 1920s Diagon Alley?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?date WHERE {  ?story golem:title ""[Art] A Stroll Through 1920s Diagon Alley"" . ?story golem:datePublished ?date . }"
es	¿Cuál es la historia más reciente?	prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?title WHERE {  ?story golem:datePublished ?date . ?story golem:title ?title . } ORDER BY DESC(?date) LIMIT 1
es	¿Qué historias se publicaron en el 2015?	prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?title WHERE {  ?story golem:datePublished ?date . ?story golem:title ?title . FILTER(YEAR(xsd:datetime(?date))=2015) . }
es	¿Qué palabras clave tiene Fan Girl?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords ) WHERE {  ?story golem:title ""Fan Girl"" . ?story golem:keyword ?keyword . }"
es	¿Qué palabras clave tiene Checkmate?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords ) WHERE {  ?story golem:title ""Checkmate"" . ?story golem:keyword ?keyword . }"
es	¿Qué palabras clave tiene Contentment Crowns a Home?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords ) WHERE {  ?story golem:title ""Contentment Crowns a Home"" . ?story golem:keyword ?keyword . }"
es	¿Qué palabras clave tiene You already have the bloody prince?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords ) WHERE {  ?story golem:title ""You already have the bloody prince"" . ?story golem:keyword ?keyword . }"
es	¿Qué palabras clave tiene Never Have I Ever...?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords ) WHERE {  ?story golem:title ""Never Have I Ever..."" . ?story golem:keyword ?keyword . }"
es	¿Qué palabras clave tiene Best Man?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords ) WHERE {  ?story golem:title ""Best Man"" . ?story golem:keyword ?keyword . }"
es	¿Qué palabras clave tiene I'll Be The One Who Saved Her?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords ) WHERE {  ?story golem:title ""I'll Be The One Who Saved Her"" . ?story golem:keyword ?keyword . }"
es	¿Qué palabras clave tiene Take it in Stride?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords ) WHERE {  ?story golem:title ""Take it in Stride"" . ?story golem:keyword ?keyword . }"
es	¿Qué palabras clave tiene Kiss Me (Under the Light of a Thousand Stars)?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords ) WHERE {  ?story golem:title ""Kiss Me (Under the Light of a Thousand Stars)"" . ?story golem:keyword ?keyword . }"
es	¿Qué palabras clave tiene Summer Lovin'?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords ) WHERE {  ?story golem:title ""Summer Lovin'"" . ?story golem:keyword ?keyword . }"
es	¿Cuántos capítulos tiene A Hat For Alice?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?chapters WHERE {  ?story golem:title ""A Hat For Alice"" . ?story golem:numberOfChapters ?chapters . }"
es	¿Cuántos capítulos tiene Lonely?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?chapters WHERE {  ?story golem:title ""Lonely"" . ?story golem:numberOfChapters ?chapters . }"
es	¿Cuántos capítulos tiene a light shared?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?chapters WHERE {  ?story golem:title ""a light shared"" . ?story golem:numberOfChapters ?chapters . }"
es	¿Cuántos capítulos tiene The Creature You Know?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?chapters WHERE {  ?story golem:title ""The Creature You Know"" . ?story golem:numberOfChapters ?chapters . }"
es	¿Cuántos capítulos tiene this title is a wip of which i hate, like this fic and my life?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?chapters WHERE {  ?story golem:title ""this title is a wip of which i hate, like this fic and my life"" . ?story golem:numberOfChapters ?chapters . }"
es	¿Cuántos capítulos tiene Family is what you make it?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?chapters WHERE {  ?story golem:title ""Family is what you make it"" . ?story golem:numberOfChapters ?chapters . }"
es	¿Cuántos capítulos tiene Hug?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?chapters WHERE {  ?story golem:title ""Hug"" . ?story golem:numberOfChapters ?chapters . }"
es	¿Cuántos capítulos tiene Unbreakable Vows?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?chapters WHERE {  ?story golem:title ""Unbreakable Vows"" . ?story golem:numberOfChapters ?chapters . }"
es	¿Cuántos capítulos tiene Harriet Potter & the Stray Cat?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?chapters WHERE {  ?story golem:title ""Harriet Potter & the Stray Cat"" . ?story golem:numberOfChapters ?chapters . }"
es	¿Cuántos capítulos tiene Train to Nowhere-Fanart?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?chapters WHERE {  ?story golem:title ""Train to Nowhere-Fanart"" . ?story golem:numberOfChapters ?chapters . }"
es	¿Qué calificación de contenido tiene Blank Canvas?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?rating WHERE {  ?story golem:title ""Blank Canvas"" . ?story golem:rating ?rating . }"
es	¿Qué calificación de contenido tiene After Work Tales?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?rating WHERE {  ?story golem:title ""After Work Tales"" . ?story golem:rating ?rating . }"
es	¿Qué calificación de contenido tiene the weight of inheritance?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?rating WHERE {  ?story golem:title ""the weight of inheritance"" . ?story golem:rating ?rating . }"
es	¿Qué calificación de contenido tiene Library Indulgence?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?rating WHERE {  ?story golem:title ""Library Indulgence"" . ?story golem:rating ?rating . }"
es	¿Qué calificación de contenido tiene Holiday Travelers?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?rating WHERE {  ?story golem:title ""Holiday Travelers"" . ?story golem:rating ?rating . }"
es	¿Qué calificación de contenido tiene These Things Take Forever?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?rating WHERE {  ?story golem:title ""These Things Take Forever"" . ?story golem:rating ?rating . }"
es	¿Qué calificación de contenido tiene A Death Eater's Happy Hour?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?rating WHERE {  ?story golem:title ""A Death Eater's Happy Hour"" . ?story golem:rating ?rating . }"
es	¿Qué calificación de contenido tiene 25 Days of Kinkmas 2020?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?rating WHERE {  ?story golem:title ""25 Days of Kinkmas 2020"" . ?story golem:rating ?rating . }"
es	¿Qué calificación de contenido tiene Disappointment?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?rating WHERE {  ?story golem:title ""Disappointment"" . ?story golem:rating ?rating . }"
es	¿Qué calificación de contenido tiene Hope Returns?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?rating WHERE {  ?story golem:title ""Hope Returns"" . ?story golem:rating ?rating . }"
es	¿Cómo de larga es If We Are Shadows?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?chapters ?words WHERE {  ?story golem:title ""If We Are Shadows"" . ?story golem:numberOfChapters ?chapters . ?story golem:numberOfWords ?words . }"
es	¿Cómo de larga es This Has Changed Everything?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?chapters ?words WHERE {  ?story golem:title ""This Has Changed Everything"" . ?story golem:numberOfChapters ?chapters . ?story golem:numberOfWords ?words . }"
es	¿Cómo de larga es Trust Me.?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?chapters ?words WHERE {  ?story golem:title ""Trust Me."" . ?story golem:numberOfChapters ?chapters . ?story golem:numberOfWords ?words . }"
es	¿Cómo de larga es 1000 Kisses: #68 That Time on the Balcony, During a Ministry Party?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?chapters ?words WHERE {  ?story golem:title ""1000 Kisses: #68 That Time on the Balcony, During a Ministry Party"" . ?story golem:numberOfChapters ?chapters . ?story golem:numberOfWords ?words . }"
es	¿Cómo de larga es Stress Relief (no GIFs)?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?chapters ?words WHERE {  ?story golem:title ""Stress Relief (no GIFs)"" . ?story golem:numberOfChapters ?chapters . ?story golem:numberOfWords ?words . }"
es	¿Cómo de larga es The Christmas Stocking?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?chapters ?words WHERE {  ?story golem:title ""The Christmas Stocking"" . ?story golem:numberOfChapters ?chapters . ?story golem:numberOfWords ?words . }"
es	¿Cómo de larga es Two Can Keep a Secret?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?chapters ?words WHERE {  ?story golem:title ""Two Can Keep a Secret"" . ?story golem:numberOfChapters ?chapters . ?story golem:numberOfWords ?words . }"
es	¿Cómo de larga es TIED TO HIM?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?chapters ?words WHERE {  ?story golem:title ""TIED TO HIM"" . ?story golem:numberOfChapters ?chapters . ?story golem:numberOfWords ?words . }"
es	¿Cómo de larga es Inadvertent Curses?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?chapters ?words WHERE {  ?story golem:title ""Inadvertent Curses"" . ?story golem:numberOfChapters ?chapters . ?story golem:numberOfWords ?words . }"
es	¿Cómo de larga es The Speeches?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?chapters ?words WHERE {  ?story golem:title ""The Speeches"" . ?story golem:numberOfChapters ?chapters . ?story golem:numberOfWords ?words . }"
es	La historia Old Solemnly Swear Chapters tiene algún aviso de contenido?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT (GROUP_CONCAT(DISTINCT ?warning; separator="", "") AS ?warnings) WHERE {  ?story golem:title ""Old Solemnly Swear Chapters"" . ?story golem:contentWarning ?warning . }"
es	La historia The Amorata tiene algún aviso de contenido?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT (GROUP_CONCAT(DISTINCT ?warning; separator="", "") AS ?warnings) WHERE {  ?story golem:title ""The Amorata"" . ?story golem:contentWarning ?warning . }"
es	La historia One Plus One Equals Three tiene algún aviso de contenido?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT (GROUP_CONCAT(DISTINCT ?warning; separator="", "") AS ?warnings) WHERE {  ?story golem:title ""One Plus One Equals Three"" . ?story golem:contentWarning ?warning . }"
es	La historia Overheard at Hogwart's tiene algún aviso de contenido?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT (GROUP_CONCAT(DISTINCT ?warning; separator="", "") AS ?warnings) WHERE {  ?story golem:title ""Overheard at Hogwart's"" . ?story golem:contentWarning ?warning . }"
es	La historia Bird of Prey tiene algún aviso de contenido?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT (GROUP_CONCAT(DISTINCT ?warning; separator="", "") AS ?warnings) WHERE {  ?story golem:title ""Bird of Prey"" . ?story golem:contentWarning ?warning . }"
es	La historia The Wall tiene algún aviso de contenido?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT (GROUP_CONCAT(DISTINCT ?warning; separator="", "") AS ?warnings) WHERE {  ?story golem:title ""The Wall"" . ?story golem:contentWarning ?warning . }"
es	La historia Sad Sometimes tiene algún aviso de contenido?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT (GROUP_CONCAT(DISTINCT ?warning; separator="", "") AS ?warnings) WHERE {  ?story golem:title ""Sad Sometimes"" . ?story golem:contentWarning ?warning . }"
es	La historia Sunday, Monday or Always tiene algún aviso de contenido?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT (GROUP_CONCAT(DISTINCT ?warning; separator="", "") AS ?warnings) WHERE {  ?story golem:title ""Sunday, Monday or Always"" . ?story golem:contentWarning ?warning . }"
es	La historia Trying Not to Cry tiene algún aviso de contenido?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT (GROUP_CONCAT(DISTINCT ?warning; separator="", "") AS ?warnings) WHERE {  ?story golem:title ""Trying Not to Cry"" . ?story golem:contentWarning ?warning . }"
es	La historia Fantastic Treats tiene algún aviso de contenido?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT (GROUP_CONCAT(DISTINCT ?warning; separator="", "") AS ?warnings) WHERE {  ?story golem:title ""Fantastic Treats"" . ?story golem:contentWarning ?warning . }"
es	¿Quién es el autor de Triptych - Ron?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""Triptych - Ron"" . ?story golem:author ?author . }"
es	¿Quién es el autor de My AU Notes?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""My AU Notes"" . ?story golem:author ?author . }"
es	¿Quién es el autor de {david tennant oneshots}?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""{david tennant oneshots}"" . ?story golem:author ?author . }"
es	¿Quién es el autor de doctor can you help me ‘cause something just don’t feel right??	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""doctor can you help me ‘cause something just don’t feel right?"" . ?story golem:author ?author . }"
es	¿Quién es el autor de ghosting you?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""ghosting you"" . ?story golem:author ?author . }"
es	¿Quién es el autor de Peace?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""Peace"" . ?story golem:author ?author . }"
es	¿Quién es el autor de Scraped Palms?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""Scraped Palms"" . ?story golem:author ?author . }"
es	¿Quién es el autor de Hearts of painted Black Part 2: The Forgotten Echo?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""Hearts of painted Black Part 2: The Forgotten Echo"" . ?story golem:author ?author . }"
es	¿Quién es el autor de You're Alive[so alive...]?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""You're Alive[so alive...]"" . ?story golem:author ?author . }"
es	¿Quién es el autor de Feathers, Paper Football, and Spiked Punch?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""Feathers, Paper Football, and Spiked Punch"" . ?story golem:author ?author . }"
es	¿A qué colecciones pertenece Το Συμβούλιο των Θεών?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?collections WHERE {  ?story golem:title ""Το Συμβούλιο των Θεών"" . ?story golem:collections ?collections . }"
es	¿A qué colecciones pertenece Untameable?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?collections WHERE {  ?story golem:title ""Untameable"" . ?story golem:collections ?collections . }"
es	¿A qué colecciones pertenece Planes, Trains, and Automobiles?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?collections WHERE {  ?story golem:title ""Planes, Trains, and Automobiles"" . ?story golem:collections ?collections . }"
es	¿A qué colecciones pertenece Their Little Girl?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?collections WHERE {  ?story golem:title ""Their Little Girl"" . ?story golem:collections ?collections . }"
es	¿A qué colecciones pertenece We look like we feel?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?collections WHERE {  ?story golem:title ""We look like we feel"" . ?story golem:collections ?collections . }"
es	¿A qué colecciones pertenece Silver Sin?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?collections WHERE {  ?story golem:title ""Silver Sin"" . ?story golem:collections ?collections . }"
es	¿A qué colecciones pertenece Tom Riddle, Ghost?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?collections WHERE {  ?story golem:title ""Tom Riddle, Ghost"" . ?story golem:collections ?collections . }"
es	¿A qué colecciones pertenece Building Bridges (and Snowmen)?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?collections WHERE {  ?story golem:title ""Building Bridges (and Snowmen)"" . ?story golem:collections ?collections . }"
es	¿A qué colecciones pertenece Sleeping Beauty - Dark!Severus Snape x Reader?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?collections WHERE {  ?story golem:title ""Sleeping Beauty - Dark!Severus Snape x Reader"" . ?story golem:collections ?collections . }"
es	¿A qué colecciones pertenece I can't help but love you?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?collections WHERE {  ?story golem:title ""I can't help but love you"" . ?story golem:collections ?collections . }"
es	¿Qué personajes aparecen en Bring Me to Life?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT ?characters WHERE {  ?story golem:title ""Bring Me to Life"" . ?story golem:characters ?characters . }"
es	¿Qué personajes aparecen en A Hat For Alice?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT ?characters WHERE {  ?story golem:title ""A Hat For Alice"" . ?story golem:characters ?characters . }"
